Full_Prompt,Survey_Date,Response,Gender,Age,Geography,Weight,RT,User_ID
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,4,Female,45-54,US-SOUTH-MD,1.6558241,22265,713490762
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,1,Female,55-64,US-WEST-AZ,1.9141634,19938,718132190
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,5,Female,25-34,US-SOUTH-DE,0.84577310000000006,2989,751701999
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,4,Male,18-24,US-WEST-OR,0.5851611,4990,793018617
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,7,Male,65+,US-WEST-CA,1.5324058,15125,795993335
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,4,Male,25-34,US-MIDWEST-MO,0.8046393,8400,805061624
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,1,Female,55-64,US-SOUTH-WV,1.9357254,8484,806569960
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,4,Female,35-44,US-SOUTH-GA,0.8734169,15982,808517537
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,5,Male,25-34,US-SOUTH-KY,0.8407444,11492,809106722
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,2,Female,55-64,US-SOUTH-LA,1.9357254,13810,815879246
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,2,Male,55-64,US-SOUTH-FL,1.9242163,11360,821101143
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,1,Female,65+,US-SOUTH-TN,1.5589364000000001,27699,82266047
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,5,Male,65+,US-WEST-CO,1.5324058,12485,82747687
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,1,Male,25-34,US-WEST-CO,0.8313794,9569,827700255
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,2,Male,35-44,US-NORTHEAST-NY,0.676907,11363,835971272
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,4,Male,25-34,US-MIDWEST-WI,0.8046393,23053,848748306
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,5,Male,25-34,US-WEST-CA,0.8313794,12800,861217212
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,4,Male,55-64,US-NORTHEAST-RI,1.5002069,10149,874074488
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,1,Male,35-44,US-NORTHEAST-CT,0.676907,10844,880514808
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,4,Female,45-54,US-NORTHEAST-CT,1.2909561,22823,896358182
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,5,Male,45-54,US-MIDWEST-IA,1.5752939,11559,90656105
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,4,Female,35-44,US-SOUTH-TX,0.8734169,19788,90920866
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,2,Male,35-44,US-MIDWEST-WI,0.8309387,13716,912505778
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,5,Male,55-64,US-SOUTH-TX,1.9242163,9379,912824957
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,7,Female,45-54,US-MIDWEST-IA,1.584716,10646,915102766
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,4,Female,18-24,US-MIDWEST-IA,0.5697277,26024,922151036
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,2,Female,35-44,US-SOUTH-TX,0.8734169,9433,925513617
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,6,Male,45-54,US-SOUTH-AR,1.6459792,21380,92697634
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,3,Male,18-24,US-MIDWEST-SD,0.5663403,25714,927891789
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,4,Male,65+,US-WEST-AZ,1.5324058,10659,929281872
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,5,Male,25-34,US-NORTHEAST-NJ,0.6554828,14308,930387800
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,1,Female,65+,US-NORTHEAST-NH,1.215418,7615,943016210
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,3,Male,55-64,US-MIDWEST-IL,1.8415824,6752,948294689
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,3,Female,25-34,US-MIDWEST-OH,0.809452,38517,95236743
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,1,Female,35-44,US-MIDWEST-MI,0.8359087,25350,958369023
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,5,Male,35-44,US-SOUTH-TN,0.8682239,20467,964843633
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,6,Male,45-54,US-NORTHEAST-NJ,1.2832806,11687,965538414
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,2,Female,25-34,US-SOUTH-WV,0.84577310000000006,15712,967848620
Think about *American research labs that develop new Artificial Intelligence systems*. How much do you trust the people in charge of these labs to do what is best for society?,2021-01-13,4,Male,18-24,US-NORTHEAST-VT,0.4613574,11725,996429027
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,6,Female,35-44,US-NORTHEAST-RI,0.8645759,16009,1000252226
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,1,Female,55-64,US-NORTHEAST-NH,1.5199925,11884,1004657626
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,2,Female,25-34,US-SOUTH-WV,1.0662827,15750,1029939665
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,2,Female,25-34,US-SOUTH-FL,1.0662827,75769,1040751182
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,3,Female,45-54,US-SOUTH-LA,1.3405832,16591,1043093390
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Female,55-64,US-MIDWEST-MI,1.6160792,39226,1053706719
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,1,Male,35-44,US-WEST-WY,0.7071989,13768,1056846396
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Female,45-54,US-MIDWEST-WI,1.1242494,13953,1060333935
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,5,Male,18-24,US-NORTHEAST-NY,0.6489329,11228,1063342493
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,1,Female,65+,US-WEST-AZ,1.9557189,15612,1065636831
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,3,Female,35-44,US-SOUTH-NC,1.0961132,47038,1071487140
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,6,Male,18-24,US-NORTHEAST-PA,0.6489329,8039,1079289853
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,2,Male,35-44,US-SOUTH-DC,0.7657039,11654,1085381239
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Female,25-34,US-SOUTH-OK,1.0662827,44153,1088977987
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,1,Male,35-44,US-WEST-MT,0.7071989,22579,1097865253
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Male,25-34,US-MIDWEST-OH,0.6246643,151192,1098498051
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Male,35-44,US-WEST-CO,0.7071989,14889,1099250253
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,5,Female,65+,US-SOUTH-VA,2.1175111,12785,1101275489
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,3,Female,25-34,US-SOUTH-TX,1.0662827,14713,1110041889
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,7,Male,55-64,US-SOUTH-DE,1.3461677,13689,1111846796
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,3,Male,25-34,US-MIDWEST-IN,0.6246643,33197,1113041178
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Male,25-34,US-SOUTH-VA,0.7448654,14891,1140547595
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,3,Female,35-44,US-SOUTH-AR,1.0961132,18164,1144392554
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,3,Male,45-54,US-MIDWEST-KS,0.7853588,39512,1147286228
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Female,45-54,US-NORTHEAST-ME,1.0574053,12720,1147659334
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,2,Male,18-24,US-MIDWEST-IA,0.6899553,11751,1156318103
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,1,Female,25-34,US-MIDWEST-OH,0.8942136,13149,1157778173
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Female,65+,US-NORTHEAST-MA,1.670219,10785,1160704878
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Unknown,18-24,US-SOUTH-WV,0,17763,1162910687
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,1,Female,45-54,US-WEST-NM,1.2381536,51699,1167310
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Female,25-34,US-NORTHEAST-VT,0.8410466,332738,1173690654
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,3,Male,55-64,US-NORTHEAST-MA,1.0618102,15432,1179730888
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Male,18-24,US-SOUTH-KY,0.82272,15200,1195538023
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Female,35-44,US-WEST-CA,1.0123627,9109,1203143579
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Female,55-64,US-WEST-WY,1.7798134,171252,1207172520
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Male,25-34,US-NORTHEAST-NH,0.5875239,11869,1215993410
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,3,Male,25-34,US-NORTHEAST-NY,0.5875239,33579,1222457164
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Male,45-54,US-SOUTH-TN,0.9364815,11460,1246417413
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,5,Male,45-54,US-WEST-AK,0.864928,29090,1263287478
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,3,Female,35-44,US-MIDWEST-ND,0.9192302,19550,1267198564
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,7,Male,35-44,US-SOUTH-VA,0.7657039,151235,127128166
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,3,Male,65+,US-MIDWEST-MI,1.2405094,17259,1291662491
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,2,Male,55-64,US-SOUTH-SC,1.3461677,13112,1296107818
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Male,18-24,US-SOUTH-LA,0.82272,35195,1298542075
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,1,Male,65+,US-SOUTH-VA,1.4792145,28989,1303480108
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Male,18-24,US-NORTHEAST-PA,0.6489329,11667,1308316805
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Male,25-34,US-SOUTH-NC,0.7448654,14641,131608487
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,2,Male,25-34,US-NORTHEAST-MA,0.5875239,21056,1327203248
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,5,Male,18-24,US-SOUTH-OK,0.82272,16946,1328245035
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,3,Female,55-64,US-NORTHEAST-ME,1.5199925,11942,132867666
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,1,Female,45-54,US-SOUTH-KY,1.3405832,19812,1328774777
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Female,25-34,US-SOUTH-DC,1.0662827,28814,1331927700
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,3,Male,65+,US-SOUTH-WV,1.4792145,222787,1342900832
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,1,Female,65+,US-WEST-NV,1.9557189,20428,1359987745
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Female,45-54,US-WEST-HI,1.2381536,13214,1374284588
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Female,18-24,US-MIDWEST-WI,0.9876783,12538,1391995380
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,2,Male,25-34,US-SOUTH-SC,0.7448654,18007,140811851
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,2,Female,45-54,US-SOUTH-TX,1.3405832,20089,1413593765
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Female,25-34,US-MIDWEST-OH,0.8942136,11531,1417993033
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,3,Male,35-44,US-NORTHEAST-NJ,0.6039605,14040,1427518345
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,3,Male,18-24,US-NORTHEAST-PA,0.6489329,20728,1448903204
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,2,Male,35-44,US-SOUTH-MS,0.7657039,12457,1453706928
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,1,Male,45-54,US-WEST-UT,0.864928,16611,1483916841
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,1,Female,45-54,US-SOUTH-FL,1.3405832,13441,1488366437
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,2,Male,45-54,US-SOUTH-LA,0.9364815,34297,149168363
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,5,Female,55-64,US-WEST-NM,1.7798134,90900,1506103946
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,3,Unknown,55-64,US-NORTHEAST-PA,0,9677,1522147756
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Male,25-34,US-SOUTH-KY,0.7448654,38843,1541065317
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Female,25-34,US-NORTHEAST-VT,0.8410466,335508,1567792051
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,1,Female,35-44,US-NORTHEAST-NJ,0.8645759,10713,1583365965
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,1,Female,35-44,US-WEST-NV,1.0123627,6336,1588341164
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,1,Male,55-64,US-SOUTH-LA,1.3461677,20913,159747188
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,7,Female,65+,US-WEST-MT,1.9557189,44015,1598109538
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,1,Female,18-24,US-MIDWEST-MN,0.9876783,10135,1603783310
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,2,Male,25-34,US-NORTHEAST-ME,0.5875239,9595,1606053834
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Male,35-44,US-MIDWEST-IA,0.64214,26771,1622805524
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,2,Male,25-34,US-MIDWEST-KS,0.6246643,40855,1648623299
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,2,Male,65+,US-MIDWEST-ND,1.2405094,9972,1655649900
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,5,Female,45-54,US-WEST-CO,1.2381536,937016,1665138693
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,7,Male,35-44,US-SOUTH-AR,0.7657039,15062,1673969289
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,2,Male,25-34,US-SOUTH-AL,0.7448654,10367,1686498216
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Female,25-34,US-WEST-CO,0.9848115,21441,1691766849
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Male,45-54,US-SOUTH-NC,0.9364815,20373,1698903417
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Female,25-34,US-WEST-WA,0.9848115,7415,170946134
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Female,35-44,US-WEST-OR,1.0123627,18864,1709753381
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Male,65+,US-SOUTH-LA,1.4792145,80057,1712857187
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,5,Female,25-34,US-MIDWEST-SD,0.8942136,7446,1714089002
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,1,Female,45-54,US-SOUTH-OK,1.3405832,9104,1715060621
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,1,Male,35-44,US-NORTHEAST-PA,0.6039605,19845,1734046999
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,1,Male,35-44,US-NORTHEAST-PA,0.6039605,12708,1742366431
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,3,Female,45-54,US-MIDWEST-IL,1.1242494,15271,1759656311
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,1,Male,35-44,US-NORTHEAST-PA,0.6039605,23165,1760214122
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Female,25-34,US-MIDWEST-MO,0.8942136,38507,1773615229
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,5,Female,55-64,US-MIDWEST-IL,1.6160792,32510,177658572
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,5,Female,35-44,US-WEST-CA,1.0123627,55625,1786383806
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Male,55-64,US-SOUTH-AR,1.3461677,12323,1797587606
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Female,55-64,US-SOUTH-DE,1.9270533,17664,1804020874
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Female,35-44,US-WEST-NM,1.0123627,22071,1813883886
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,5,Male,25-34,US-WEST-CO,0.6879526,13636,1816487403
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,3,Male,25-34,US-SOUTH-LA,0.7448654,19293,1818003817
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,5,Male,18-24,US-SOUTH-AL,0.82272,67148,182570044
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Male,25-34,US-WEST-MT,0.6879526,11532,1854343445
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Female,45-54,US-MIDWEST-MI,1.1242494,75441,1859664
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,5,Male,25-34,US-NORTHEAST-PA,0.5875239,17867,1867239467
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,6,Female,25-34,US-SOUTH-TX,1.0662827,4807,1871097168
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Male,35-44,US-MIDWEST-WI,0.64214,18732,1888937929
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,1,Female,55-64,US-SOUTH-TX,1.9270533,43256,1897829026
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,3,Female,35-44,US-SOUTH-WV,1.0961132,16847,1902437619
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,2,Male,35-44,US-NORTHEAST-PA,0.6039605,11928,190462599
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Male,25-34,US-MIDWEST-IL,0.6246643,107929,190470618
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Male,45-54,US-SOUTH-VA,0.9364815,61672,1908782890
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Male,35-44,US-NORTHEAST-NY,0.6039605,6562,1909446725
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,5,Male,65+,US-SOUTH-KY,1.4792145,13359,1919970073
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,5,Female,35-44,US-NORTHEAST-NJ,0.8645759,26252,1922369740
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Female,65+,US-SOUTH-LA,2.1175111,14662,1939513746
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,6,Male,18-24,US-NORTHEAST-MA,0.6489329,9138,1940111668
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,1,Male,25-34,US-MIDWEST-WI,0.6246643,38670,1973756823
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,3,Female,18-24,US-SOUTH-AL,1.1777324,25226,1978106208
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,3,Male,25-34,US-WEST-CA,0.6879526,14218,1979478524
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,1,Male,55-64,US-MIDWEST-MO,1.1289328,19410,1985570262
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,1,Male,45-54,US-SOUTH-FL,0.9364815,14506,1986069065
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,4,Male,35-44,US-SOUTH-SC,0.7657039,9433,2000937464
Think about *American companies that use implicit bias training for workers*. How much do you trust the people in charge of these companies to do what is best for society?,2021-01-13,5,Male,35-44,US-WEST-WA,0.7071989,14260,2018523952
